ScopePrefix,UnitName,FileName,ParentDirectory
,IdIMAP4Server,IdIMAP4Server.pas,...\Indy10\Protocols\
,IdIPAddrMon,IdIPAddrMon.pas,...\Indy10\Protocols\
,IdIPWatch,IdIPWatch.pas,...\Indy10\Protocols\
,IdIRC,IdIRC.pas,...\Indy10\Protocols\
,IdIrcServer,IdIrcServer.pas,...\Indy10\Protocols\
,IdLPR,IdLPR.pas,...\Indy10\Protocols\
,IdMailBox,IdMailBox.pas,...\Indy10\Protocols\
,IdMappedFTP,IdMappedFTP.pas,...\Indy10\Protocols\
,IdMappedPOP3,IdMappedPOP3.pas,...\Indy10\Protocols\
,IdMappedPortTCP,IdMappedPortTCP.pas,...\Indy10\Protocols\
,IdMappedPortUDP,IdMappedPortUDP.pas,...\Indy10\Protocols\
,IdMappedTelnet,IdMappedTelnet.pas,...\Indy10\Protocols\
,IdMessage,IdMessage.pas,...\Indy10\Protocols\
,IdMessageBuilder,IdMessageBuilder.pas,...\Indy10\Protocols\
,IdMessageClient,IdMessageClient.pas,...\Indy10\Protocols\
,IdMessageCoder,IdMessageCoder.pas,...\Indy10\Protocols\
,IdMessageCoderBinHex4,IdMessageCoderBinHex4.pas,...\Indy10\Protocols\
,IdMessageCoderMIME,IdMessageCoderMIME.pas,...\Indy10\Protocols\
,IdMessageCoderQuotedPrintable,IdMessageCoderQuotedPrintable.pas,...\Indy10\Protocols\
,IdMessageCoderUUE,IdMessageCoderUUE.pas,...\Indy10\Protocols\
,IdMessageCoderXXE,IdMessageCoderXXE.pas,...\Indy10\Protocols\
,IdMessageCoderYenc,IdMessageCoderYenc.pas,...\Indy10\Protocols\
,IdMessageCollection,IdMessageCollection.pas,...\Indy10\Protocols\
,IdMessageParts,IdMessageParts.pas,...\Indy10\Protocols\
,IdMultipartFormData,IdMultipartFormData.pas,...\Indy10\Protocols\
,IdNetworkCalculator,IdNetworkCalculator.pas,...\Indy10\Protocols\
,IdNNTP,IdNNTP.pas,...\Indy10\Protocols\
,IdNNTPServer,IdNNTPServer.pas,...\Indy10\Protocols\
,IdNTLM,IdNTLM.pas,...\Indy10\Protocols\
,IdOSFileName,IdOSFileName.pas,...\Indy10\Protocols\
,IdOTPCalculator,IdOTPCalculator.pas,...\Indy10\Protocols\
,IdPOP3,IdPOP3.pas,...\Indy10\Protocols\
,IdPOP3Server,IdPOP3Server.pas,...\Indy10\Protocols\
,IdQotd,IdQotd.pas,...\Indy10\Protocols\
,IdQotdServer,IdQotdServer.pas,...\Indy10\Protocols\
,IdQOTDUDP,IdQOTDUDP.pas,...\Indy10\Protocols\
,IdQOTDUDPServer,IdQOTDUDPServer.pas,...\Indy10\Protocols\
,IdRemoteCMDClient,IdRemoteCMDClient.pas,...\Indy10\Protocols\
,IdRemoteCMDServer,IdRemoteCMDServer.pas,...\Indy10\Protocols\
,IdReplyFTP,IdReplyFTP.pas,...\Indy10\Protocols\
,IdReplyIMAP4,IdReplyIMAP4.pas,...\Indy10\Protocols\
,IdReplyPOP3,IdReplyPOP3.pas,...\Indy10\Protocols\
,IdReplySMTP,IdReplySMTP.pas,...\Indy10\Protocols\
,IdResourceStringsProtocols,IdResourceStringsProtocols.pas,...\Indy10\Protocols\
,IdRexec,IdRexec.pas,...\Indy10\Protocols\
,IdRexecServer,IdRexecServer.pas,...\Indy10\Protocols\
,IdRSH,IdRSH.pas,...\Indy10\Protocols\
,IdRSHServer,IdRSHServer.pas,...\Indy10\Protocols\
,IdSASL,IdSASL.pas,...\Indy10\Protocols\
,IdSASLAnonymous,IdSASLAnonymous.pas,...\Indy10\Protocols\
,IdSASLCollection,IdSASLCollection.pas,...\Indy10\Protocols\
,IdSASLDigest,IdSASLDigest.pas,...\Indy10\Protocols\
,IdSASLExternal,IdSASLExternal.pas,...\Indy10\Protocols\
,IdSASLLogin,IdSASLLogin.pas,...\Indy10\Protocols\
,IdSASLOTP,IdSASLOTP.pas,...\Indy10\Protocols\
,IdSASLPlain,IdSASLPlain.pas,...\Indy10\Protocols\
,IdSASLSKey,IdSASLSKey.pas,...\Indy10\Protocols\
,IdSASLUserPass,IdSASLUserPass.pas,...\Indy10\Protocols\
,IdSASL_CRAMBase,IdSASL_CRAMBase.pas,...\Indy10\Protocols\
,IdSASL_CRAM_MD5,IdSASL_CRAM_MD5.pas,...\Indy10\Protocols\
,IdSASL_CRAM_SHA1,IdSASL_CRAM_SHA1.pas,...\Indy10\Protocols\
,IdServerInterceptLogBase,IdServerInterceptLogBase.pas,...\Indy10\Protocols\
,IdServerInterceptLogEvent,IdServerInterceptLogEvent.pas,...\Indy10\Protocols\
,IdServerInterceptLogFile,IdServerInterceptLogFile.pas,...\Indy10\Protocols\
,IdSMTP,IdSMTP.pas,...\Indy10\Protocols\
,IdSMTPBase,IdSMTPBase.pas,...\Indy10\Protocols\
,IdSMTPRelay,IdSMTPRelay.pas,...\Indy10\Protocols\
,IdSMTPServer,IdSMTPServer.pas,...\Indy10\Protocols\
,IdSNMP,IdSNMP.pas,...\Indy10\Protocols\
,IdSNPP,IdSNPP.pas,...\Indy10\Protocols\
,IdSNTP,IdSNTP.pas,...\Indy10\Protocols\
,IdSocksServer,IdSocksServer.pas,...\Indy10\Protocols\
,IdSSL,IdSSL.pas,...\Indy10\Protocols\
,IdSSLOpenSSL,IdSSLOpenSSL.pas,...\Indy10\Protocols\
,IdSSLOpenSSLHeaders,IdSSLOpenSSLHeaders.pas,...\Indy10\Protocols\
,IdSSLOpenSSLUtils,IdSSLOpenSSLUtils.pas,...\Indy10\Protocols\
,IdSSPI,IdSSPI.pas,...\Indy10\Protocols\
,IdStrings,IdStrings.pas,...\Indy10\Protocols\
,IdSysLog,IdSysLog.pas,...\Indy10\Protocols\
,IdSysLogMessage,IdSysLogMessage.pas,...\Indy10\Protocols\
,IdSysLogServer,IdSysLogServer.pas,...\Indy10\Protocols\
,IdSystat,IdSystat.pas,...\Indy10\Protocols\
,IdSystatServer,IdSystatServer.pas,...\Indy10\Protocols\
,IdSystatUDP,IdSystatUDP.pas,...\Indy10\Protocols\
,IdSystatUDPServer,IdSystatUDPServer.pas,...\Indy10\Protocols\
,IdTelnet,IdTelnet.pas,...\Indy10\Protocols\
,IdTelnetServer,IdTelnetServer.pas,...\Indy10\Protocols\
,IdText,IdText.pas,...\Indy10\Protocols\
,IdTime,IdTime.pas,...\Indy10\Protocols\
,IdTimeServer,IdTimeServer.pas,...\Indy10\Protocols\
,IdTimeUDP,IdTimeUDP.pas,...\Indy10\Protocols\
,IdTimeUDPServer,IdTimeUDPServer.pas,...\Indy10\Protocols\
,IdTrivialFTP,IdTrivialFTP.pas,...\Indy10\Protocols\
,IdTrivialFTPBase,IdTrivialFTPBase.pas,...\Indy10\Protocols\
,IdTrivialFTPServer,IdTrivialFTPServer.pas,...\Indy10\Protocols\
,IdUnixTime,IdUnixTime.pas,...\Indy10\Protocols\
,IdUnixTimeServer,IdUnixTimeServer.pas,...\Indy10\Protocols\
,IdUnixTimeUDP,IdUnixTimeUDP.pas,...\Indy10\Protocols\
,IdUnixTimeUDPServer,IdUnixTimeUDPServer.pas,...\Indy10\Protocols\
,IdURI,IdURI.pas,...\Indy10\Protocols\
,IdUriUtils,IdUriUtils.pas,...\Indy10\Protocols\
,IdUserAccounts,IdUserAccounts.pas,...\Indy10\Protocols\
,IdUserPassProvider,IdUserPassProvider.pas,...\Indy10\Protocols\
,IdVCard,IdVCard.pas,...\Indy10\Protocols\
,IdWebDAV,IdWebDAV.pas,...\Indy10\Protocols\
,IdWhois,IdWhois.pas,...\Indy10\Protocols\
,IdWhoIsServer,IdWhoIsServer.pas,...\Indy10\Protocols\
,IdZLib,IdZLib.pas,...\Indy10\Protocols\
,IdZLibCompressorBase,IdZLibCompressorBase.pas,...\Indy10\Protocols\
,IdZLibConst,IdZLibConst.pas,...\Indy10\Protocols\
,IdZLibHeaders,IdZLibHeaders.pas,...\Indy10\Protocols\
,IdAntiFreezeBase,IdAntiFreezeBase.pas,...\Indy10\System\
,IdBaseComponent,IdBaseComponent.pas,...\Indy10\System\
,IdComponent,IdComponent.pas,...\Indy10\System\
,IdCTypes,IdCTypes.pas,...\Indy10\System\
,IdException,IdException.pas,...\Indy10\System\
,IdGlobal,IdGlobal.pas,...\Indy10\System\
,IdResourceStrings,IdResourceStrings.pas,...\Indy10\System\
,IdStack,IdStack.pas,...\Indy10\System\
,IdStackBSDBase,IdStackBSDBase.pas,...\Indy10\System\
,IdStackConsts,IdStackConsts.pas,...\Indy10\System\
,IdStackVCLPosix,IdStackVCLPosix.pas,...\Indy10\System\
,IdStackWindows,IdStackWindows.pas,...\Indy10\System\
,IdStream,IdStream.pas,...\Indy10\System\
,IdStreamVCL,IdStreamVCL.pas,...\Indy10\System\
,IdStruct,IdStruct.pas,...\Indy10\System\
,IdVCLPosixSupplemental,IdVCLPosixSupplemental.pas,...\Indy10\System\
,IdWinsock2,IdWinsock2.pas,...\Indy10\System\
,IdWship6,IdWship6.pas,...\Indy10\System\
,AdaptReq,AdaptReq.pas,...\internet\
,AddActn,AddActn.pas,...\internet\
,AscrLib,AscrLib.pas,...\internet\
,ASPBehavior,ASPBehavior.pas,...\internet\
,AutoAdap,AutoAdap.pas,...\internet\
,AutoAdapAS,AutoAdapAS.pas,...\internet\
Bde,DBBdeWeb,Bde.DBBdeWeb.pas,...\internet\
,ComApp,ComApp.pas,...\internet\
,CompProd,CompProd.pas,...\internet\
,DBAdapt,DBAdapt.pas,...\internet\
,DBAdaptImg,DBAdaptImg.pas,...\internet\
,ExDispID,ExDispID.pas,...\internet\
,HTTPParse,HTTPParse.pas,...\internet\
,idispids,idispids.pas,...\internet\
,idoc,idoc.pas,...\internet\
,IEActions,IEActions.pas,...\internet\
,IEConst,IEConst.pas,...\internet\
,IndySockTransport,IndySockTransport.pas,...\internet\
,MidComp,MidComp.pas,...\internet\
,MidItems,MidItems.pas,...\internet\
,MidProd,MidProd.pas,...\internet\
,mshtmcid,mshtmcid.pas,...\internet\
,Mshtmdid,Mshtmdid.pas,...\internet\
,MSHTML,MSHTML.pas,...\internet\
,PagItems,PagItems.pas,...\internet\
,ReqFiles,ReqFiles.pas,...\internet\
,ReqMulti,ReqMulti.pas,...\internet\
,ScrptMgr,ScrptMgr.pas,...\internet\
,SessColn,SessColn.pas,...\internet\
,SHDocVw,SHDocVw.pas,...\internet\
,SiteComp,SiteComp.pas,...\internet\
,SiteConst,SiteConst.pas,...\internet\
,SiteProd,SiteProd.pas,...\internet\
,SockApp,SockApp.pas,...\internet\
,SockAppHlpr,SockAppHlpr.pas,...\internet\
,SockAppNotify,SockAppNotify.pas,...\internet\
,SockAppReg,SockAppReg.pas,...\internet\
,SockConst,SockConst.pas,...\internet\
,SockHTTP,SockHTTP.pas,...\internet\
,SockRequestInterpreter,SockRequestInterpreter.pas,...\internet\
,SockTransport,SockTransport.pas,...\internet\
,SvrConst,SvrConst.pas,...\internet\
,svrhttpindy,svrhttpindy.pas,...\internet\
,SvrInfoConsole,SvrInfoConsole.pas,...\internet\
,SvrInfoConst,SvrInfoConst.pas,...\internet\
,SvrInfoModule,SvrInfoModule.pas,...\internet\
,SvrLog,SvrLog.pas,...\internet\
,SvrLogColSettingsFrame,SvrLogColSettingsFrame.pas,...\internet\
,SvrLogDetailDlg,SvrLogDetailDlg.pas,...\internet\
,SvrLogDetailFrame,SvrLogDetailFrame.pas,...\internet\
,SvrLogFrame,SvrLogFrame.pas,...\internet\
,SvrMainForm,SvrMainForm.pas,...\internet\
,SvrPropDlg,SvrPropDlg.pas,...\internet\
,SvrSockRequest,SvrSockRequest.pas,...\internet\
,SvrStatsFrame,SvrStatsFrame.pas,...\internet\
,UrlHist,UrlHist.pas,...\internet\
,UTF8ContentParser,UTF8ContentParser.pas,...\internet\
,WBComp,WBComp.pas,...\internet\
,WbmConst,WbmConst.pas,...\internet\
Web,AutoDisp,Web.AutoDisp.pas,...\internet\
Web,BrkrConst,Web.BrkrConst.pas,...\internet\
Web,CGIApp,Web.CGIApp.pas,...\internet\
Web,CGIHTTP,Web.CGIHTTP.pas,...\internet\
Web,CopyPrsr,Web.CopyPrsr.pas,...\internet\
Web,DBWeb,Web.DBWeb.pas,...\internet\
Web,DBXpressWeb,Web.DBXpressWeb.pas,...\internet\
Web,DSProd,Web.DSProd.pas,...\internet\
Web,HTTPApp,Web.HTTPApp.pas,...\internet\
Web,HTTPProd,Web.HTTPProd.pas,...\internet\
Web,WebBroker,Web.WebBroker.pas,...\internet\
Web,WebCntxt,Web.WebCntxt.pas,...\internet\
Web,WebConst,Web.WebConst.pas,...\internet\
Web,WebFileDispatcher,Web.WebFileDispatcher.pas,...\internet\
Web,WebReq,Web.WebReq.pas,...\internet\
Web.Win,AdsConst,Web.Win.AdsConst.pas,...\internet\
Web.Win,AdsTypes,Web.Win.AdsTypes.pas,...\internet\
Web.Win,ISAPIApp,Web.Win.ISAPIApp.pas,...\internet\
Web.Win,IsapiHTTP,Web.Win.IsapiHTTP.pas,...\internet\
Web.Win,ISAPIThreadPool,Web.Win.ISAPIThreadPool.pas,...\internet\
Web.Win,Sockets,Web.Win.Sockets.pas,...\internet\
,WebAdapt,WebAdapt.pas,...\internet\
,WebAppDbgAbout,WebAppDbgAbout.pas,...\internet\
,WebAuto,WebAuto.pas,...\internet\
,WebBrowserEx,WebBrowserEx.pas,...\internet\
,WebCat,WebCat.pas,...\internet\
,WebComp,WebComp.pas,...\internet\
,WebContnrs,WebContnrs.pas,...\internet\
,WebDisp,WebDisp.pas,...\internet\
,WebFact,WebFact.pas,...\internet\
,WebForm,WebForm.pas,...\internet\
,WebModu,WebModu.pas,...\internet\
,WebScript,WebScript.pas,...\internet\
,WebScriptAS,WebScriptAS.pas,...\internet\
,WebSess,WebSess.pas,...\internet\
,WebSnapObjs,WebSnapObjs.pas,...\internet\
,WebUsers,WebUsers.pas,...\internet\
,XMLBrokr,XMLBrokr.pas,...\internet\
,xmlutil,xmlutil.pas,...\internet\
,Xmlxform,Xmlxform.pas,...\internet\
,XSLProd,XSLProd.pas,...\internet\
,ActnRes,ActnRes.pas,...\Property Editors\
,ADOReg,ADOReg.pas,...\Property Editors\
,BindCompBasePropEditor,BindCompBasePropEditor.pas,...\Property Editors\
,BindCompDBReg,BindCompDBReg.pas,...\Property Editors\
,BindCompDesign,BindCompDesign.pas,...\Property Editors\
,BindCompDesigners,BindCompDesigners.pas,...\Property Editors\
,BindCompDrag,BindCompDrag.pas,...\Property Editors\
,BindCompDsnResStrs,BindCompDsnResStrs.pas,...\Property Editors\
,BindCompEdit,BindCompEdit.pas,...\Property Editors\
,BindCompExprEdit,BindCompExprEdit.pas,...\Property Editors\
,BindCompFMXReg,BindCompFMXReg.pas,...\Property Editors\
,BindCompNewStd,BindCompNewStd.pas,...\Property Editors\
,BindCompProperties,BindCompProperties.pas,...\Property Editors\
,BindCompReg,BindCompReg.pas,...\Property Editors\
,BindCompVCLReg,BindCompVCLReg.pas,...\Property Editors\
,BindMethodsFormU,BindMethodsFormU.pas,...\Property Editors\
,BindOutputConvertersFormU,BindOutputConvertersFormU.pas,...\Property Editors\
,BindVisualizers,BindVisualizers.pas,...\Property Editors\
,CDSEdit,CDSEdit.pas,...\Property Editors\
,ColEdit,ColEdit.pas,...\Property Editors\
,ColnEdit,ColnEdit.pas,...\Property Editors\
,DbActRes,DbActRes.pas,...\Property Editors\
,DBClientActnRes,DBClientActnRes.pas,...\Property Editors\
,DBColnEd,DBColnEd.pas,...\Property Editors\
,DBOleEdt,DBOleEdt.pas,...\Property Editors\
,DBReg,DBReg.pas,...\Property Editors\
,DSAdd,DSAdd.pas,...\Property Editors\
,DSDefine,DSDefine.pas,...\Property Editors\
,DSDesign,DSDesign.pas,...\Property Editors\
,FiltEdit,FiltEdit.pas,...\Property Editors\
,FldLinks,FldLinks.pas,...\Property Editors\
,HCtlEdit,HCtlEdit.pas,...\Property Editors\
,IBConst,IBConst.pas,...\Property Editors\
,IBCtrls,IBCtrls.pas,...\Property Editors\
,IBDemoReg,IBDemoReg.pas,...\Property Editors\
,IBEvnts,IBEvnts.pas,...\Property Editors\
,IBProc32,IBProc32.pas,...\Property Editors\
,ImgEdit,ImgEdit.pas,...\Property Editors\
,ItemEdit,ItemEdit.pas,...\Property Editors\
,LMidReg,LMidReg.pas,...\Property Editors\
,MaskProp,MaskProp.pas,...\Property Editors\
,MaskText,MaskText.pas,...\Property Editors\
,MidReg,MidReg.pas,...\Property Editors\
,NewStdAc,NewStdAc.pas,...\Property Editors\
,NodeEdit,NodeEdit.pas,...\Property Editors\
,OCXReg,OCXReg.pas,...\Property Editors\
,PicEdit,PicEdit.pas,...\Property Editors\
,SBarEdit,SBarEdit.pas,...\Property Editors\
,SqlEdit,SqlEdit.pas,...\Property Editors\
,StFilSys,StFilSys.pas,...\Property Editors\
,StrEdit,StrEdit.pas,...\Property Editors\
,StringsEdit,StringsEdit.pas,...\Property Editors\
,ValueEdit,ValueEdit.pas,...\Property Editors\
,VclDBReg,VclDBReg.pas,...\Property Editors\
,WideSQLEdit,WideSQLEdit.pas,...\Property Editors\
,IdAboutVCL,IdAboutVCL.pas,...\Property Editors\Indy10\
,IdAntiFreeze,IdAntiFreeze.pas,...\Property Editors\Indy10\
,IdCoreDsnRegister,IdCoreDsnRegister.pas,...\Property Editors\Indy10\
,IdCoreSelectionEditors,IdCoreSelectionEditors.pas,...\Property Editors\Indy10\
,IdDsnCoreResourceStrings,IdDsnCoreResourceStrings.pas,...\Property Editors\Indy10\
,IdDsnPropEdBindingVCL,IdDsnPropEdBindingVCL.pas,...\Property Editors\Indy10\
,IdDsnRegister,IdDsnRegister.pas,...\Property Editors\Indy10\
,IdDsnResourceStrings,IdDsnResourceStrings.pas,...\Property Editors\Indy10\
,IdDsnSASLListEditorFormVCL,IdDsnSASLListEditorFormVCL.pas,...\Property Editors\Indy10\
,IdRegister,IdRegister.pas,...\Property Editors\Indy10\
,IdRegisterCore,IdRegisterCore.pas,...\Property Editors\Indy10\
System,AnsiStrings,System.AnsiStrings.pas,...\rtl\common\
System,Character,System.Character.pas,...\rtl\common\
System,Classes,System.Classes.pas,...\rtl\common\
System,Contnrs,System.Contnrs.pas,...\rtl\common\
System,ConvUtils,System.ConvUtils.pas,...\rtl\common\
System,DateUtils,System.DateUtils.pas,...\rtl\common\
System,DebugUtils,System.DebugUtils.pas,...\rtl\common\
System,Diagnostics,System.Diagnostics.pas,...\rtl\common\
System.Generics,Collections,System.Generics.Collections.pas,...\rtl\common\
System.Generics,Defaults,System.Generics.Defaults.pas,...\rtl\common\
System,HelpIntfs,System.HelpIntfs.pas,...\rtl\common\
System,IniFiles,System.IniFiles.pas,...\rtl\common\
System,IOUtils,System.IOUtils.pas,...\rtl\common\
System,Masks,System.Masks.pas,...\rtl\common\
System,MaskUtils,System.MaskUtils.pas,...\rtl\common\
System,Math,System.Math.pas,...\rtl\common\
System,ObjAuto,System.ObjAuto.pas,...\rtl\common\
System,Odbc,System.Odbc.pas,...\rtl\common\
System,RegularExpressions,System.RegularExpressions.pas,...\rtl\common\
System,RegularExpressionsAPI,System.RegularExpressionsAPI.pas,...\rtl\common\
System,RegularExpressionsConsts,System.RegularExpressionsConsts.pas,...\rtl\common\
System,RegularExpressionsCore,System.RegularExpressionsCore.pas,...\rtl\common\
System,RTLConsts,System.RTLConsts.pas,...\rtl\common\
System,Rtti,System.Rtti.pas,...\rtl\common\
System,StdConvs,System.StdConvs.pas,...\rtl\common\
System,StrUtils,System.StrUtils.pas,...\rtl\common\
System,SyncObjs,System.SyncObjs.pas,...\rtl\common\
System,TimeSpan,System.TimeSpan.pas,...\rtl\common\
System,TypInfo,System.TypInfo.pas,...\rtl\common\
System,UIConsts,System.UIConsts.pas,...\rtl\common\
System,UITypes,System.UITypes.pas,...\rtl\common\
System,VarCmplx,System.VarCmplx.pas,...\rtl\common\
System,VarConv,System.VarConv.pas,...\rtl\common\
System,WideStrings,System.WideStrings.pas,...\rtl\common\
System,WideStrUtils,System.WideStrUtils.pas,...\rtl\common\
System.Win,ComConst,System.Win.ComConst.pas,...\rtl\common\
System.Win,ComObj,System.Win.ComObj.pas,...\rtl\common\
System.Win,ComObjWrapper,System.Win.ComObjWrapper.pas,...\rtl\common\
System.Win,ComServ,System.Win.ComServ.pas,...\rtl\common\
System.Win,Crtl,System.Win.Crtl.pas,...\rtl\common\
System.Win,Mtsobj,System.Win.Mtsobj.pas,...\rtl\common\
System.Win,ObjComAuto,System.Win.ObjComAuto.pas,...\rtl\common\
System.Win,Registry,System.Win.Registry.pas,...\rtl\common\
System.Win,ScktComp,System.Win.ScktComp.pas,...\rtl\common\
System.Win,StdVCL,System.Win.StdVCL.pas,...\rtl\common\
System.Win,VCLCom,System.Win.VCLCom.pas,...\rtl\common\
System,Zip,System.Zip.pas,...\rtl\common\
System,ZLib,System.ZLib.pas,...\rtl\common\
System,ZLibConst,System.ZLibConst.pas,...\rtl\common\
Macapi,AppKit,Macapi.AppKit.pas,...\rtl\osx\
Macapi,CocoaTypes,Macapi.CocoaTypes.pas,...\rtl\osx\
Macapi,Consts,Macapi.Consts.pas,...\rtl\osx\
Macapi,CoreFoundation,Macapi.CoreFoundation.pas,...\rtl\osx\
Macapi,CoreGraphics,Macapi.CoreGraphics.pas,...\rtl\osx\
Macapi,CoreServices,Macapi.CoreServices.pas,...\rtl\osx\
Macapi,CoreText,Macapi.CoreText.pas,...\rtl\osx\
Macapi,Foundation,Macapi.Foundation.pas,...\rtl\osx\
Macapi,ImageIO,Macapi.ImageIO.pas,...\rtl\osx\
Macapi,Mach,Macapi.Mach.pas,...\rtl\osx\
Macapi,ObjCRuntime,Macapi.ObjCRuntime.pas,...\rtl\osx\
Macapi,ObjectiveC,Macapi.ObjectiveC.pas,...\rtl\osx\
Macapi,OCMarshal,Macapi.OCMarshal.pas,...\rtl\osx\
Macapi,OpenGL,Macapi.OpenGL.pas,...\rtl\osx\
Macapi,QuartzCore,Macapi.QuartzCore.pas,...\rtl\osx\
Macapi,Security,Macapi.Security.pas,...\rtl\osx\
Macapi,SystemConfiguration,Macapi.SystemConfiguration.pas,...\rtl\osx\
System.Mac,CFUtils,System.Mac.CFUtils.pas,...\rtl\osx\
Posix,ArpaInet,Posix.ArpaInet.pas,...\rtl\posix\
Posix,Base,Posix.Base.pas,...\rtl\posix\
Posix,Dirent,Posix.Dirent.pas,...\rtl\posix\
Posix,Dlfcn,Posix.Dlfcn.pas,...\rtl\posix\
Posix,Errno,Posix.Errno.pas,...\rtl\posix\
Posix,Fcntl,Posix.Fcntl.pas,...\rtl\posix\
Posix,Fnmatch,Posix.Fnmatch.pas,...\rtl\posix\
Posix,Grp,Posix.Grp.pas,...\rtl\posix\
Posix,Iconv,Posix.Iconv.pas,...\rtl\posix\
Posix,Langinfo,Posix.Langinfo.pas,...\rtl\posix\
Posix,Limits,Posix.Limits.pas,...\rtl\posix\
Posix,Locale,Posix.Locale.pas,...\rtl\posix\
Posix,NetDB,Posix.NetDB.pas,...\rtl\posix\
Posix,NetIf,Posix.NetIf.pas,...\rtl\posix\
Posix,NetinetIcmp6,Posix.NetinetIcmp6.pas,...\rtl\posix\
Posix,NetinetIn,Posix.NetinetIn.pas,...\rtl\posix\
Posix,NetinetIp6,Posix.NetinetIp6.pas,...\rtl\posix\
Posix,NetinetTCP,Posix.NetinetTCP.pas,...\rtl\posix\
Posix,Pthread,Posix.Pthread.pas,...\rtl\posix\
Posix,Pwd,Posix.Pwd.pas,...\rtl\posix\
Posix,Sched,Posix.Sched.pas,...\rtl\posix\
Posix,Semaphore,Posix.Semaphore.pas,...\rtl\posix\
Posix,Signal,Posix.Signal.pas,...\rtl\posix\
Posix,StdDef,Posix.StdDef.pas,...\rtl\posix\
Posix,Stdio,Posix.Stdio.pas,...\rtl\posix\
Posix,Stdlib,Posix.Stdlib.pas,...\rtl\posix\
Posix,String_,Posix.String_.pas,...\rtl\posix\
Posix,StrOpts,Posix.StrOpts.pas,...\rtl\posix\
Posix,SysMman,Posix.SysMman.pas,...\rtl\posix\
Posix,SysSelect,Posix.SysSelect.pas,...\rtl\posix\
Posix,SysSocket,Posix.SysSocket.pas,...\rtl\posix\
Posix,SysStat,Posix.SysStat.pas,...\rtl\posix\
Posix,SysStatvfs,Posix.SysStatvfs.pas,...\rtl\posix\
Posix,SysSysctl,Posix.SysSysctl.pas,...\rtl\posix\
Posix,SysTime,Posix.SysTime.pas,...\rtl\posix\
Posix,SysTimes,Posix.SysTimes.pas,...\rtl\posix\
Posix,SysTypes,Posix.SysTypes.pas,...\rtl\posix\
Posix,SysUio,Posix.SysUio.pas,...\rtl\posix\
Posix,SysUn,Posix.SysUn.pas,...\rtl\posix\
Posix,SysWait,Posix.SysWait.pas,...\rtl\posix\
Posix,Termios,Posix.Termios.pas,...\rtl\posix\
Posix,Time,Posix.Time.pas,...\rtl\posix\
Posix,Unistd,Posix.Unistd.pas,...\rtl\posix\
Posix,Utime,Posix.Utime.pas,...\rtl\posix\
Posix,Wchar,Posix.Wchar.pas,...\rtl\posix\
Posix,Wctype,Posix.Wctype.pas,...\rtl\posix\
Posix,Wordexp,Posix.Wordexp.pas,...\rtl\posix\
,SysInit,SysInit.pas,...\rtl\sys\
System.Internal,ExcUtils,System.Internal.ExcUtils.pas,...\rtl\sys\
System.Internal,MachExceptions,System.Internal.MachExceptions.pas,...\rtl\sys\
System.Internal,StrHlpr,System.Internal.StrHlpr.pas,...\rtl\sys\
System.Internal,Unwind,System.Internal.Unwind.pas,...\rtl\sys\
System.Internal,Unwinder,System.Internal.Unwinder.pas,...\rtl\sys\
System.Internal,VarHlpr,System.Internal.VarHlpr.pas,...\rtl\sys\
,System,System.pas,...\rtl\sys\
System,Sharemem,System.Sharemem.pas,...\rtl\sys\
System,SimpleShareMem,System.SimpleShareMem.pas,...\rtl\sys\
System,SysConst,System.SysConst.pas,...\rtl\sys\
System,SysUtils,System.SysUtils.pas,...\rtl\sys\
System,Types,System.Types.pas,...\rtl\sys\
System,Variants,System.Variants.pas,...\rtl\sys\
System,VarUtils,System.VarUtils.pas,...\rtl\sys\
Winapi,AccCtrl,Winapi.AccCtrl.pas,...\rtl\win\
Winapi,AclAPI,Winapi.AclAPI.pas,...\rtl\win\
Winapi,ActiveX,Winapi.ActiveX.pas,...\rtl\win\
Winapi,ADOInt,Winapi.ADOInt.pas,...\rtl\win\
Winapi,AspTlb,Winapi.AspTlb.pas,...\rtl\win\
Winapi,COMAdmin,Winapi.COMAdmin.pas,...\rtl\win\
Winapi,CommCtrl,Winapi.CommCtrl.pas,...\rtl\win\
Winapi,CommDlg,Winapi.CommDlg.pas,...\rtl\win\
Winapi,ComSvcs,Winapi.ComSvcs.pas,...\rtl\win\
Winapi,Cor,Winapi.Cor.pas,...\rtl\win\
Winapi,CorError,Winapi.CorError.pas,...\rtl\win\
Winapi,CorHdr,Winapi.CorHdr.pas,...\rtl\win\
Winapi,Cpl,Winapi.Cpl.pas,...\rtl\win\
Winapi,D2D1,Winapi.D2D1.pas,...\rtl\win\
Winapi,D3D10,Winapi.D3D10.pas,...\rtl\win\
Winapi,D3DX10,Winapi.D3DX10.pas,...\rtl\win\
Winapi,D3DX8,Winapi.D3DX8.pas,...\rtl\win\
Winapi,D3DX9,Winapi.D3DX9.pas,...\rtl\win\
Winapi,DDEml,Winapi.DDEml.pas,...\rtl\win\
Winapi,Direct3D,Winapi.Direct3D.pas,...\rtl\win\
Winapi,Direct3D8,Winapi.Direct3D8.pas,...\rtl\win\
Winapi,Direct3D9,Winapi.Direct3D9.pas,...\rtl\win\
Winapi,DirectDraw,Winapi.DirectDraw.pas,...\rtl\win\
Winapi,DirectInput,Winapi.DirectInput.pas,...\rtl\win\
